station_name,station_id,index_nbr,latitude,longitude,obs_rems
"WHITEHORSE A, YT",264298071,71964,60 42 34N,135 04 08W,"A, GOS, CLIMAT(C)"
"WHITEHORSE AUTO, YT",264297745,71773,60 43 59N,135 05 52W,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
"WHITEHORSE UA, YT",264298173,71964,60 43 58N,135 05 49W,"R, WN, GOS, RBSN(T)"
WHITIANGA AERO AWS,264302079,93129,36 49 56S,175 40 31E,"A, GOS"
WHITLOCK,264310743,89865,76 08 00S,168 23 00E,"GOS, GSN, ANTON, CLIMAT(C)"
WHYALLA AERO,264301201,95664,33 03 14S,137 31 14E,"A, GOS"
"WIARTON A, ONT",264297537,71633,44 44 45N,081 06 26W,"A, GOS"
WICHIAN BURI,264293193,48413,15 39 25N,101 06 19E,"GOS, RBSN(S)"
"WICHITA FALLS/SHEPS AFB/WICHITA FALLS/MUN., TX.",264299129,72351,33 58 00N,098 29 00W,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
"WICHITA/MID-CONTINENT, KS.",264299263,72450,37 39 00N,097 26 00W,"GOS, RBSN(S)"
WICK AIRPORT,264310249,3075,58 27 14N,003 05 24W,"A, GOS, RBSN(S)"
WIDE AWAKE FIELD (ASCENSION IS.),264287051,61902,07 58 12S,014 24 20W,"A, R, WT, GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
WIELUN,264307141,12455,51 12 40N,018 33 28E,GOS
WIEN-DONAUFELD,264302955,11090,48 15 26N,016 25 53E,GOS
WIEN/HOHE WARTE (11035-0),264302917,11035,48 14 55N,016 21 23E,"AGRIMET, GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
WIEN/HOHE WARTE (11035-1),264303239,11035,48 14 55N,016 21 23E,"R, WN, GOS, GUAN, RBSN(T)"
WIEN/INNERE STADT,264302915,11034,48 11 54N,016 22 01E,GOS
WIEN/MARIABRUNN,264302945,11080,48 12 25N,016 13 46E,GOS
WIEN/SCHWECHAT-FLUGHAFEN,264302919,11036,48 07 03N,016 34 53E,"A, WP, WR, GOS"
WIEN/UNTERLAA,264302925,11040,48 07 30N,016 25 10E,GOS
WIENER NEUSTADT,264303039,11182,47 49 56N,016 13 53E,"A, GOS"
WIESENBURG,264304947,10368,52 07 14N,012 27 31E,"GOS, CLIMAT(C)"
WIGHT: ST. CATHERINES POINT,264310475,3866,50 34 32N,001 17 49W,"C, GOS"
WIJDENES WP,264306381,6248,52 37 57N,005 10 25E,GOS
WIJK AAN ZEE AWS,264306389,6257,52 30 19N,004 36 11E,"C, GOS"
WILCANNIA (REID ST),264300565,94695,31 33 47S,143 22 29E,"GOS, CLIMAT(C), RBCN"
WILCANNIA AERODROME AWS,264301231,95695,31 31 10S,143 23 06E,"A, GOS"
"WILKES-BARRE-SCRANTON, PA.",264299343,72513,41 20 00N,075 44 00W,"A, GOS, CLIMAT(C)"
WILKINS RUNWAY EAST,264310675,89615,66 40 59S,111 31 54E,"GOS, ANTON, CLIMAT(C)"
WILKINS RUNWAY WEST,264310673,89614,66 41 35S,111 30 14E,"GOS, ANTON, CLIMAT(C)"
WILLIAMS FIELD,264310707,89674,77 52 00S,166 58 00E,GOS
"WILLIAMS LAKE A, BC",264296573,71104,52 10 59N,122 03 15W,"A, GOS, RBSN(S)"
WILLIAMSON,264301047,95370,22 28 13S,150 10 43E,"A, GOS"
"WILLIAMSPORT/LYCOMING COUNTY, PA.",264299345,72514,41 15 00N,076 55 00W,"A, GOS, RBSN(S)"
WILLIAMTOWN RAAF,264300679,94776,32 47 36S,151 50 09E,"A, R, WR, GOS, CLIMAT(C), RBCN, RBSN(ST)"
WILLIS ISLAND,264300107,94299,16 17 16S,149 57 55E,"C, R, RADAR, WR, GOS, GSN, GUAN, CLIMAT(C), RBCN, RBSN(ST), WRO"
"WILLISTON/SLOULIN FIELD INT., ND.",264299603,72767,48 11 00N,103 38 00W,"A, GOS, CLIMAT(C), RBSN(S)"
"WILLOW CREEK 1, ALTA",264296839,71252,53 23 08N,118 20 51W,GOS
WILLOWMORE,264286717,68832,33 18 01S,023 29 02E,"GOS, CLIMAT(C)"
"WILMINGTON, DE, NEW CASTLE ARPT",264299215,72418,39 40 23N,075 36 04W,"A, GOS, CLIMAT(C)"
"WILMINGTON, NC.",264299059,72302,34 16 00N,077 54 00W,"A, GOS, RBSN(S)"
"WILMINGTON, OH.",264299231,72426,39 25 17N,083 49 18W,"R, WT, GOS, RBSN(T)"
"WILMINGTON, VT.",264299715,74483,42 53 00N,072 53 00W,GOS
WILSONS PROMONTORY LIGHTHOUSE,264300841,94893,39 07 47S,146 25 28E,"C, LH, GOS, CLIMAT(C), RBCN, RBSN(S)"
WILUNA,264300279,94439,26 35 29S,120 13 30E,GOS
"WIMBORNE AGCM, ALTA",264297973,71904,51 56 09N,113 35 27W,GOS
"WINCHESTER, IL.",264299763,74556,39 39 00N,090 29 00W,GOS
WINDHOEK,264286177,68110,22 34 00S,017 06 00E,"GOS, GSN, GUAN, CLIMAT(C), RBCN, RBSN(ST)"
WINDISCHGARSTEN,264303189,11355,47 43 13N,014 19 34E,GOS
WINDORAH POST OFFICE,264300313,94488,25 25 22S,142 39 23E,"GOS, RBSN(S)"
"WINDSOR A, ONT",264297369,71538,42 16 32N,082 57 20W,"A, GOS"
WINDY HARBOUR,264300479,94640,34 50 10S,116 01 51E,"C, GOS"
"WINNEMUCCA/MUN., NV.",264299455,72583,40 54 00N,117 48 00W,"A, GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
"WINNFIELD, LA.",264299855,74753,31 54 00N,092 47 00W,GOS
"WINNIPEG 'A' CS, MAN",264297881,71849,49 55 00N,097 14 58W,"GOS, RBSN(S)"
"WINNIPEG RICHARDSON INT'L A, MAN",264297887,71852,49 55 00N,097 14 00W,"A, GOS"
"WINNIPEG THE FORKS, MAN",264297447,71579,49 53 18N,097 07 46W,GOS
"WINNIPEG UA, MAN",264297871,71843,49 48 00N,097 08 00W,"WN, GOS"
"WINSLOW, AZ",264299157,72374,35 01 00N,110 44 00W,"A, GOS, RBSN(S)"
"WINTERLAND, NFLD",264296709,71181,47 08 11N,055 19 39W,GOS
WINTON AIRPORT,264300175,94342,22 21 42S,143 05 01E,"A, GOS"
WITBANK,264286477,68273,25 49 56S,029 11 32E,GOS
WITCHCLIFFE,264301171,95641,34 01 41S,115 06 15E,GOS
WITTENBERG,264305011,10474,51 53 21N,012 38 40E,"GOS, CLIMAT(C)"
WITTENOOM,264300129,94313,22 14 33S,118 20 09E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
WITTERING,264310369,3462,52 36 41N,000 27 40W,"A, GOS, RBSN(S)"
WITTMUNDHAVEN,264304831,10126,53 33 01N,007 40 02E,"A, GOS"
WLODAWA,264307155,12497,51 33 12N,023 31 46E,"GOS, CLIMAT(C), RBCN"
WOENSDRECHT,264306447,6340,51 26 52N,004 20 31E,"A, GOS"
"WOLCOTT, IN.",264299709,74466,40 49 00N,087 03 00W,GOS
"WOLEAI ATOLL, CAROLINE IS.",264301963,91317,07 23 00N,143 55 00E,"GOS, RBSN(S)"
WOLFSEGG,264302879,11001,48 06 20N,013 40 15E,GOS
WOLLOGORANG,264300067,94258,17 12 44S,137 56 46E,GOS
WOLLONGONG AIRPORT,264301287,95748,34 33 50S,150 47 24E,"A, GOS"
WONG CHUK HANG,264288355,45043,22 14 52N,114 10 25E,GOS
WONGAN HILLS,264300455,94622,30 53 30S,116 43 07E,GOS
WONGAN HILLS RES. STATION,264301103,95601,30 50 27S,116 43 36E,GOS
WONJU,264290491,47114,37 20 15N,127 56 48E,"GOS, RBSN(S)"
WONJU AB,264290499,47118,38 14 00N,127 57 00E,"A, GOS"
WONSAN,264290415,47055,39 11 00N,127 26 00E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
WONTHAGGI,264301395,95881,38 36 28S,145 35 47E,GOS
"WOOD LAKE, MN.",264299671,74341,44 40 00N,095 27 00W,GOS
WOODBOURNE AERO AWS,264302181,93579,41 31 16S,173 51 51E,"A, GOS"
WOOLBROOK (DANGLEMAH ROAD),264300701,94792,30 58 02S,151 20 42E,GOS
WOOLSHED,264301019,95293,19 25 00S,146 32 11E,GOS
WOOMERA AERODROME,264300505,94659,31 09 21S,136 48 19E,"A, R, RADAR, WR, GOS, GUAN, CLIMAT(C), RBCN, RBSN(ST), WRO"
WORCESTER,264286709,68821,33 39 50S,019 25 07E,"A, GOS, RBCN, RBSN(S)"
"WORCESTER, MA, WORCESTER RGNL ARPT",264299341,72510,42 16 10N,071 52 34W,"A, GOS, CLIMAT(C)"
"WOTJE ATOLL, MARSHALL IS.",264301941,91371,09 28 00N,170 15 00E,"GOS, RBSN(S)"
WRANGELL,264298887,70387,56 29 00N,132 22 00W,"GOS, CLIMAT(C)"
"WRECKHOUSE, NFLD",264296707,71180,47 42 42N,059 18 30W,"GOS, RBSN(S)"
"WRENTHAM AGDM, ALTA",264296999,71343,49 30 00N,112 07 00W,GOS
WROCLAW I,264307137,12425,51 06 47N,016 52 52E,"GOS, RBSN(T)"
WROCLAW II,264307135,12424,51 06 12N,016 54 00E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
"WSMO AGANA, GUAM MARIANA IS.",264302693,91217,13 33 00N,144 50 00E,GOS
WU LU MU QI (51463-0),264287547,51463,43 47 00N,087 39 00E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
WU LU MU QI (51463-1),264288295,51463,43 47 00N,087 37 00E,"GOS, RBSN(T)"
WUDAOLIANG,264287625,52908,35 13 00N,093 05 00E,GOS
WUDINNA AERO,264301185,95654,33 02 35S,135 27 07E,GOS
WUDU,264287861,56096,33 24 00N,104 55 00E,"GOS, RBSN(S)"
WUERENLINGEN,264309337,6647,47 32 18N,008 13 46E,GOS
WUERZBURG,264305113,10655,49 46 13N,009 57 28E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
WUGANG,264288059,57853,26 44 00N,110 38 00E,GOS
WUHAN,264288011,57494,30 36 00N,114 03 00E,"GOS, CLIMAT(C), RBCN, RBSN(ST)"
WUHUXIAN,264288103,58338,31 07 00N,118 35 00E,GOS
WULUNGURRU,264300141,94321,23 16 12S,129 22 48E,GOS
WUNSIEDEL-SCHOENBRUNN,264305123,10686,50 01 53N,011 58 28E,"GOS, CLIMAT(C)"
WUNSTORF,264304927,10334,52 27 38N,009 25 52E,"A, GOS"
WUSHAOLING,264287617,52787,37 12 00N,102 52 00E,GOS
WUTAI SHAN,264287667,53588,38 57 00N,113 31 00E,"GOS, RBSN(S)"
WUYISHAN,264288145,58730,27 46 00N,118 02 00E,GOS
WUZHOU,264288213,59265,23 29 00N,111 18 00E,"GOS, RBSN(ST)"
WYALONG POST OFFICE,264300585,94709,33 55 34S,147 14 30E,"GOS, CLIMAT(C), RBCN"
WYANGA,264287185,67889,18 17 00S,032 45 00E,"AGRIMET, GOS"
WYNAU,264309329,6643,47 15 18N,007 47 15E,GOS
WYNDHAM AERO,264301001,95214,15 30 36S,128 09 01E,"A, GOS"
"WYNYARD (AUT), SASK",264297907,71865,51 46 00N,104 12 00W,"GOS, RBSN(S)"
WYNYARD AIRPORT,264301441,95957,40 59 50S,145 43 45E,"A, GOS"
XADE,264285055,68084,22 20 38S,023 01 53E,GOS
XAI XAI,264286145,67335,25 03 00S,033 38 00E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
XAINZA,264287831,55472,30 57 00N,088 38 00E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
XANXERE,264295673,86940,26 56 20S,052 23 54W,GOS
XEREM,264295577,86877,22 35 00S,043 16 00W,GOS
XI UJIMQIN QI,264287705,54012,44 35 00N,117 36 00E,"GOS, RBSN(S)"
XI'AN,264287959,57036,34 18 00N,108 56 00E,GOS
XIAMEN,264288199,59134,24 29 00N,118 05 00E,"GOS, RBSN(ST)"
XIAO'ERGOU,264287485,50548,49 12 00N,123 43 00E,GOS
XICHANG,264287907,56571,27 54 00N,102 16 00E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(ST)"
XIFENGZHEN,264287699,53923,35 44 00N,107 38 00E,GOS
XIGAZE,264287833,55578,29 15 00N,088 53 00E,"GOS, RBSN(S)"
XIHUA,264287975,57193,33 47 00N,114 31 00E,GOS
XILIN HOT,264287717,54102,43 57 00N,116 07 00E,"GOS, CLIMAT(C), RBCN, RBSN(ST), GRUAN"
XIN BARAG YOUQI,264287491,50603,48 40 44N,116 48 36E,"GOS, RBSN(S)"
XINGANG,264288235,59368,23 06 00N,121 22 00E,GOS
XINGREN,264288063,57902,25 26 00N,105 11 00E,"GOS, RBSN(S)"
XINGTAI,264287689,53798,37 10 51N,114 21 32E,"GOS, RBSN(S)"
XINING (52866-0),264287623,52866,36 37 00N,101 46 00E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
XINING (52866-1),264288297,52866,36 43 00N,101 45 00E,"GOS, RBSN(T)"
XINXIAN,264287803,54808,36 14 00N,115 40 00E,GOS
XINYANG,264287989,57297,32 08 00N,114 03 00E,"GOS, RBSN(S)"
XINYI,264288241,59456,22 21 00N,110 56 00E,GOS
XINZHU,264288201,59152,24 48 00N,120 58 00E,GOS
XISHA DAO,264288281,59981,16 50 00N,112 20 00E,"GOS, CLIMAT(C), RBCN, RBSN(ST)"
XIUSHUI,264288021,57598,29 02 00N,114 35 00E,GOS
XUNWU,264288195,59102,24 57 00N,115 39 00E,GOS
XUZHOU,264288077,58027,34 17 00N,117 09 00E,"GOS, CLIMAT(C), RBCN, RBSN(ST)"
YA'AN,264287891,56287,29 59 00N,103 00 00E,GOS
YAALONI,264291071,41295,19 56 40N,057 06 09E,GOS
YACUIBA,264293901,85365,21 57 00S,063 39 00W,"A, GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
YAHOTYN,264310027,33356,50 13 00N,031 48 00E,GOS
YAJLJU,264292757,36064,51 46 15N,087 36 19E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
YAKATAGA,264298849,70298,60 05 00N,142 30 00W,"A, GOS"
"YAKIMA/YAKIMA AIR TERMINAL, WA.",264299625,72781,46 34 00N,120 32 00W,"A, GOS, CLIMAT(C), RBSN(S)"
YAKSHA,264291493,23812,61 50 00N,056 52 00E,"GOS, RBSN(S)"
YAKUSHIMA (47836-0),264290083,47836,30 23 08N,130 39 33E,GOS
YAKUSHIMA (47836-1),264290209,47836,30 22 59N,130 39 33E,GOS
"YAKUTAT, AK",264298871,70361,59 31 00N,139 40 00W,"A, R, WT, GOS, GSN, CLIMAT(C), RBCN, RBSN(ST)"
YALA AGROMET,264293329,48581,06 30 55N,101 16 24E,GOS
YALINGA,264285183,64661,06 30 00N,023 16 00E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
YALOVA,264309807,17119,40 40 00N,029 17 00E,"C, GOS"
YALTA,264310157,33990,44 29 00N,034 10 00E,"C, GOS, CLIMAT(C)"
YALTUROVOSK,264291881,28465,56 41 00N,066 21 00E,"GOS, RBSN(S)"
YAMAGATA,264289759,47588,38 15 20N,140 20 46E,GOS
YAMAGATA AIRPORT,264289725,47553,38 24 43N,140 22 16E,"A, GOS"
YAMAGUCHI,264290003,47784,34 09 45N,131 27 44E,GOS
YAMAGUCHI-UBE AIRPORT,264290005,47786,33 55 48N,131 16 43E,"A, GOS"
YAMBA PILOT STATION,264300409,94589,29 26 00S,153 21 48E,"C, GOS, GSN, CLIMAT(C), RBCN"
YAMETHIN,264290921,48067,20 25 00N,096 09 00E,GOS
YAMOUSSOUKRO,264285387,65563,06 54 00N,005 21 00W,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
YAN AN (53845-0),264287691,53845,36 35 00N,109 27 00E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
YAN AN (53845-1),264288303,53845,36 34 00N,109 27 00E,"GOS, RBSN(T)"
YANAKIE,264300867,94911,38 48 18S,146 11 38E,GOS
YANCHI,264287681,53723,37 48 00N,107 23 00E,"GOS, RBSN(S)"
YANCO AGRICULTURAL INSTITUTE,264301239,95705,34 37 20S,146 25 58E,GOS
YANGCHENG,264287703,53975,35 29 00N,112 24 00E,GOS
YANGDOK,264290413,47052,39 13 00N,126 39 00E,"GOS, RBSN(S)"
YANGJIANG,264288265,59663,21 50 00N,111 58 00E,"GOS, RBSN(S)"
YANGON,264290961,48097,16 46 00N,096 10 00E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(ST)"
YANGYANG INT'L AIRPORT,264290451,47092,38 03 00N,128 40 00E,"A, GOS"
YANIKH,264302855,37873,39 57 16N,045 14 46E,GOS
YANISKOSKI,264307619,22101,68 58 14N,028 46 52E,GOS
YANJI,264287741,54292,42 52 00N,129 30 00E,"GOS, CLIMAT(C), RBCN, RBSN(ST)"
YANOV-STAN,264291425,23463,65 58 38N,084 19 40E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
YANZHOU,264287819,54916,35 34 00N,116 51 00E,GOS
YAO AIRPORT,264289995,47779,34 35 48N,135 36 02E,"A, GOS"
YAOUNDE,264285151,64950,03 50 00N,011 31 00E,"A, AGRIMET, GOS, CLIMAT(C), RBCN, RBSN(S)"
YARDIMLI,264303387,37981,38 54 00N,048 15 00E,"GOS, CLIMAT(C)"
YARKOVO,264291849,28366,57 25 00N,067 05 00E,"GOS, RBSN(S)"
"YARMOUTH A, NS",264297487,71603,43 49 51N,066 05 19W,"A, GOS, GSN, RBSN(S)"
"YARMOUTH RCS, NS",264297939,71884,43 50 00N,066 05 00W,"GOS, CLIMAT(C), RBCN, RBSN(S)"
"YARMOUTH UA, NS",264298133,71603,43 52 00N,066 06 00W,"R, WN, GOS, RBSN(T)"
YAROL'IN,264291551,24219,67 08 00N,108 32 00E,"GOS, RBSN(S)"
YARRAM AIRPORT,264301397,95890,38 33 53S,146 44 52E,"A, GOS"
YARRAS (MOUNT SEAVIEW),264300687,94783,31 23 11S,152 14 54E,GOS
YARRAWONGA,264300793,94862,36 01 46S,146 01 50E,"A, RADAR, GOS, WRO"
YARSHEVO,264307887,27020,59 57 11N,038 35 30E,GOS
YASAWA-I-RARA,264301537,91660,16 42 00S,177 35 00E,"GOS, RBSN(S)"
YASHKUL',264308263,34866,46 11 00N,045 21 00E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
YASOGE,264289467,40836,30 41 55N,051 33 18E,"GOS, RBSN(S)"
YASS (RURAL FIRE SERVICE),264301265,95723,34 49 21S,148 54 28E,GOS
YAZD,264289455,40821,31 54 14N,054 17 23E,"A, R, GOS, RBSN(S)"
YE,264290971,48107,15 15 00N,097 52 00E,GOS
YECHEON AB,264290531,47134,36 37 00N,128 21 00E,"A, GOS"
YEELIRRIE,264300281,94440,27 17 03S,120 05 35E,"A, GOS"
YEFREN,264285755,62008,32 02 25N,012 18 46E,"M, GOS, CLIMAT(C), RBCN, RBSN(S)"
YELE,264286381,61877,08 25 00N,011 50 00W,"GOS, CLIMAT(C)"
YELIMANE,264285927,61235,15 07 00N,010 34 00W,"GOS, RBCN"
YELLOWKNIFE (CAP16),264297561,71650,62 28 34N,114 28 07W,"GOS, CTBTO"
"YELLOWKNIFE A, NWT",264298027,71936,62 27 46N,114 26 25W,"A, GOS"
YELWA,264286219,65001,10 53 00N,004 45 00E,"GOS, RBCN, RBSN(S)"
YENBO,264292913,40439,24 08 00N,038 04 00E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
YENBO A.W.S.,264292915,40440,24 01 00N,038 14 00E,GOS
YENDI,264285641,65420,09 27 00N,000 01 00W,GOS
YENISEHIR,264309805,17118,40 14 00N,029 32 00E,"A, GOS"
YEOJU,264290441,47083,37 20 00N,127 35 00E,"A, GOS"
YEONGWOL,264290505,47121,37 10 53N,128 27 27E,"GOS, RBSN(S)"
YEONPYEONGDO,264290611,47178,37 40 00N,125 41 00E,"A, GOS"
YEOSU,264290595,47168,34 44 21N,127 44 26E,"C, GOS, CLIMAT(C), RBCN, RBSN(S)"
YEOSU AIRPORT,264290593,47167,34 50 00N,127 37 00E,"A, GOS"
YEOTMAL,264288985,42943,20 24 00N,078 09 00E,GOS
YEOVILTON,264310469,3853,51 00 23N,002 38 34W,"A, GOS, RBSN(S)"
YEPPOON THE ESPLANADE,264300213,94373,23 08 11S,150 45 02E,GOS
YERCAUD,264289291,43340,11 45 00N,078 10 00E,GOS
YEREVAN AERO,264302877,37789,40 13 01N,044 30 06E,"GOS, GUAN, RBSN(T)"
YEREVAN ARABKIR,264302837,37789,40 12 44N,044 31 47E,"GOS, CLIMAT(C), RBCN"
YEREVAN ZVARTNOTS,264302835,37788,40 09 05N,044 24 14E,"GOS, RBSN(S)"
YEVPATORIIA,264310139,33929,45 11 00N,033 22 00E,"C, GOS"
YIBIN,264287905,56492,28 48 00N,104 36 00E,"GOS, RBSN(S)"
YICHANG,264288007,57461,30 44 00N,111 22 00E,"GOS, GSN, GUAN, CLIMAT(C), RBCN, RBSN(ST)"
YICHUN (50774-0),264287503,50774,47 42 00N,128 50 00E,"GOS, RBSN(S)"
YICHUN (50774-1),264288291,50774,47 43 00N,128 50 00E,"GOS, RBSN(T)"
YICHUN (57793-0),264288049,57793,27 48 00N,114 23 00E,GOS
YILAN,264288205,59162,24 46 00N,121 45 00E,GOS
YINCHUAN,264287671,53614,38 28 00N,106 12 00E,"GOS, GSN, RBCN, RBSN(ST)"
YINGKOU,264287769,54471,40 40 00N,122 10 00E,"GOS, RBSN(S)"
YINING,264287545,51431,43 57 00N,081 20 00E,"GOS, CLIMAT(C), RBCN, RBSN(ST)"
YIWU,264287587,52118,43 16 00N,094 42 00E,GOS
YIYUAN,264287809,54836,36 11 00N,118 09 00E,GOS
YLINENJARVI,264308891,2199,66 37 25N,023 28 05E,GOS
YLITORNIO MELTOSJARVI,264304179,2812,66 31 46N,024 38 59E,"GOS, CLIMAT(C), RBCN"
YLIVIESKA AIRFIELD,264304095,2755,64 03 01N,024 43 29E,"A, GOS, RBSN(S)"
YNYKCHAN,264291685,24975,60 22 00N,137 30 00E,GOS
"YOHIN, NWT",264296431,71020,61 14 31N,123 44 30W,GOS
"YOHO PARK, BC",264297771,71786,51 26 34N,116 20 40W,GOS
YOKKAICHI,264289897,47684,34 56 24N,136 34 48E,GOS
YOKO,264285137,64900,05 33 00N,012 22 00E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
YOKOHAMA,264289875,47670,35 26 23N,139 39 09E,GOS
YOKOSUKA,264289911,47696,35 17 00N,139 40 00E,GOS
YOKOTA,264289833,47642,35 44 55N,139 20 55E,"A, GOS"
YOLA,264286261,65167,09 14 00N,012 28 00E,"A, R, GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
YONAGO,264289945,47744,35 26 05N,133 20 19E,GOS
YONAGUNIJIMA,264290153,47912,24 28 00N,123 00 38E,"C, GOS"
YONG'AN,264288165,58921,25 58 00N,117 21 00E,"GOS, RBSN(S)"
YONGALA,264300535,94679,33 01 43S,138 44 56E,GOS
YONGSHUJIAO,264288285,59995,09 32 00N,112 53 00E,"GOS, RBSN(S)"
YORK,264300457,94623,31 53 59S,116 45 54E,GOS
"YORKTON RCS, SASK",264297943,71886,51 15 53N,102 27 52W,"GOS, RBSN(S)"
"YORKTON, SASK (71138-0)",264296631,71138,51 15 53N,102 27 42W,GOS
"YORKTON, SASK (71292-0)",264296913,71292,51 15 53N,102 27 42W,GOS
YORO,264298471,78707,15 10 00N,087 07 00W,"A, GOS, RBSN(S)"
YOUNG,264296225,86450,32 41 12S,057 38 48W,"AGRIMET, GOS"
YOUNG AIRPORT,264300591,94712,34 14 57S,148 14 51E,"A, GOS"
"YOUNGSTOWN, OH.",264299367,72525,41 16 00N,080 40 00W,"A, GOS, CLIMAT(C)"
YOUYANG,264288025,57633,28 50 00N,108 46 00E,"GOS, RBSN(S)"
YOZGAT,264309825,17140,39 49 00N,034 48 00E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
YTTEROYANE LH,264306757,1304,61 34 18N,004 40 54E,"C, GOS"
YU XIAN,264287669,53593,39 50 00N,114 34 00E,GOS
YU ZHONG,264287629,52983,35 52 00N,104 09 00E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(ST)"
YUANJIANG,264287947,56966,23 36 00N,101 59 00E,GOS
YUANLING,264288027,57655,28 28 00N,110 24 00E,GOS
YUANMOU,264287925,56763,25 44 00N,101 52 00E,GOS
YUANPING,264287675,53673,38 45 00N,112 42 00E,GOS
YUENDUMU,264300147,94324,22 15 22S,131 48 06E,"GOS, RBSN(S)"
YUEYANG,264288019,57584,29 23 00N,113 05 00E,GOS
YUGORENOK,264292467,31062,59 46 00N,137 40 00E,"GOS, RBSN(S)"
YUIL' SK,264291453,23635,63 40 00N,069 36 00E,"GOS, RBSN(S)"
YULARA AERO,264300297,94462,25 11 23S,130 58 25E,"A, GOS, RBSN(S)"
YULIN,264287673,53646,38 16 00N,109 47 00E,"GOS, RBSN(S)"
YUMA PROVING GROUNDS AZ. (K1Y7),264299657,74004,32 52 15N,114 20 06W,GOS
"YUMA PROVING GROUNDS, AZ (K1Y8)",264299659,74005,32 51 49N,114 01 59W,GOS
"YUMA PROVING GROUNDS, AZ (K1Y9)",264299661,74006,32 55 07N,113 47 53W,GOS
"YUMA/YUMA INT., AZ.",264299035,72280,32 39 00N,114 36 00W,"GOS, RBSN(S)"
YUMENZHEN,264287599,52436,40 16 00N,097 02 00E,GOS
YUNCHENG,264287701,53959,35 06 41N,111 03 59E,"GOS, RBSN(S)"
YUNTA AIRSTRIP,264300545,94684,32 34 15S,139 33 52E,"A, GOS"
YURIMAGUAS,264296133,84425,05 53 00S,076 07 00W,"A, GOS, RBSN(S)"
YURTY,264291589,24588,64 03 00N,141 53 00E,"GOS, RBSN(S)"
YUSHE,264287687,53787,37 04 00N,112 59 00E,GOS
YUSHU (56029-0),264287849,56029,33 00 00N,096 58 00E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
YUSHU (56029-1),264288307,56029,33 00 00N,096 57 00E,"GOS, RBSN(T)"
YUSTA,264308247,34772,47 08 00N,046 19 00E,GOS
ZABLJAK,264306327,13361,43 09 00N,019 08 00E,"M, GOS"
ZABOL,264289459,40829,31 05 19N,061 32 35E,"GOS, RBSN(S)"
"ZACATECAS, ZAC. (LA BUFA, ZAC.)",264298565,76525,22 46 43N,102 34 00W,"CLIMAT(C), RBCN, GOS, RBSN(S)"
ZADAR RS,264303681,14430,44 05 49N,015 20 25E,"R, WN, GOS, GUAN"
ZADAR/PUNTAMIKA,264303679,14428,44 07 48N,015 12 21E,"C, GOS"
ZADAR/ZEMUNIK,264303683,14431,44 05 49N,015 21 46E,"A, GOS"
ZADOI,264287845,56018,32 54 00N,095 18 00E,"GOS, RBSN(S)"
ZAGHOUAN,264286985,60729,36 26 00N,010 05 00E,"GOS, RBCN, RBSN(S)"
ZAGREB/GRIC,264303635,14236,45 48 52N,015 58 19E,"GOS, GSN, CLIMAT(C), RBCN"
ZAGREB/MAKSIMIR,264303637,14240,45 49 19N,016 02 01E,"GOS, RBSN(ST)"
ZAGREB/PLESO,264303639,14241,45 43 45N,016 03 14E,"A, GOS"
ZAHEDAN,264289481,40856,29 28 20N,060 54 01E,"A, GOS, GSN, CLIMAT(C), RBCN, RBSN(SP)"
ZAHONY,264305463,12786,48 24 00N,022 10 00E,GOS
ZAKA,264287219,67979,20 20 00S,031 28 00E,GOS
ZAKATALA,264303249,37575,41 40 00N,046 39 00E,"GOS, CLIMAT(C), RBSN(S)"
ZAKHO,264289519,40605,37 08 00N,042 43 00E,GOS
ZAKINTHOS,264305315,16719,37 45 05N,020 53 15E,GOS
ZAKOPANE,264307187,12625,49 17 38N,019 57 37E,GOS
